dt,dt_iso,city_name,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,rain_1h,clouds_all,weather_description
,2023-04-02 09:00:00 +0000 UTC,,10.5,8.4,0.0,19.1,,1027.7,1004.1,63,1.26,,9.0,
,2023-04-02 10:00:00 +0000 UTC,,12.8,10.8,0.0,19.1,,1027.6,1004.2,58,1.6,,1.0,
,2023-04-02 11:00:00 +0000 UTC,,14.5,13.5,0.0,19.1,,1027.6,1004.4,54,1.63,,0.0,
,2023-04-02 12:00:00 +0000 UTC,,16.7,16.5,0.0,19.1,,1027.6,1004.5,46,1.43,,2.0,
,2023-04-02 13:00:00 +0000 UTC,,17.7,18.2,0.0,19.1,,1026.8,1003.8,45,0.72,,9.0,
,2023-04-02 14:00:00 +0000 UTC,,18.3,19.1,0.0,19.1,,1026.2,1003.3,45,0.1,,29.0,
,2023-04-02 15:00:00 +0000 UTC,,18.6,18.3,0.0,19.1,,1025.4,1002.5,45,1.08,,30.0,
,2023-04-02 16:00:00 +0000 UTC,,18.5,16.8,0.0,19.1,,1024.9,1002.0,46,1.9,,30.0,
,2023-04-02 17:00:00 +0000 UTC,,18.1,16.3,0.0,19.1,,1024.4,1001.5,48,2.0,,30.0,
,2023-04-02 18:00:00 +0000 UTC,,16.7,16.0,0.0,19.1,,1024.4,1001.4,65,1.35,,30.0,
,2023-04-02 19:00:00 +0000 UTC,,12.9,11.6,0.0,19.1,,1024.4,1001.1,79,2.1,,30.0,
,2023-04-02 20:00:00 +0000 UTC,,11.0,9.5,0.0,19.1,,1024.5,1001.1,86,2.28,,30.0,
,2023-04-02 21:00:00 +0000 UTC,,12.9,11.8,0.0,19.1,,1024.7,1001.4,77,1.66,,30.0,
,2023-04-02 22:00:00 +0000 UTC,,12.3,11.1,0.0,19.1,,1024.4,1001.1,78,1.44,,19.0,
,2023-04-02 23:00:00 +0000 UTC,,7.9,6.0,0.0,19.1,,1024.0,1000.3,90,1.99,,5.0,
,2023-04-03 00:00:00 +0000 UTC,,8.0,6.1,2.3,16.4,,1023.5,999.8,86,1.71,,1.0,
,2023-04-03 01:00:00 +0000 UTC,,6.4,4.6,2.3,16.4,,1023.1,999.3,89,1.17,,13.0,
,2023-04-03 02:00:00 +0000 UTC,,6.2,4.3,2.3,16.4,,1022.4,998.6,87,1.12,,29.0,
,2023-04-03 03:00:00 +0000 UTC,,5.9,3.8,2.3,16.4,,1021.8,998.0,86,1.32,,25.0,
,2023-04-03 04:00:00 +0000 UTC,,5.3,3.2,2.3,16.4,,1020.8,997.0,87,1.22,,29.0,
,2023-04-03 05:00:00 +0000 UTC,,4.6,2.4,2.3,16.4,,1020.5,996.6,88,1.14,,28.0,
,2023-04-03 06:00:00 +0000 UTC,,4.7,2.3,2.3,16.4,,1020.3,996.4,86,1.3,,30.0,
,2023-04-03 07:00:00 +0000 UTC,,6.3,3.8,2.3,16.4,,1020.3,996.6,79,1.8,,52.0,
,2023-04-03 08:00:00 +0000 UTC,,10.1,7.5,2.3,16.4,,1020.1,996.7,68,2.51,,32.0,
,2023-04-03 09:00:00 +0000 UTC,,13.5,11.9,2.3,16.4,,1019.9,996.8,64,1.58,,34.0,
,2023-04-03 10:00:00 +0000 UTC,,15.6,13.6,2.3,16.4,,1019.7,996.7,56,2.39,,35.0,
,2023-04-03 11:00:00 +0000 UTC,,17.2,15.3,2.3,16.4,,1019.4,996.6,51,2.51,,49.0,
,2023-04-03 12:00:00 +0000 UTC,,18.0,16.4,2.3,16.4,,1018.6,995.8,50,2.3,,59.0,
,2023-04-03 13:00:00 +0000 UTC,,17.5,16.2,2.3,16.4,,1018.1,995.3,58,2.12,,55.0,
,2023-04-03 14:00:00 +0000 UTC,,16.9,16.4,2.3,16.4,,1017.4,994.6,65,1.36,,50.0,
,2023-04-03 15:00:00 +0000 UTC,,16.8,16.4,2.3,16.4,,1016.0,993.2,66,1.17,,49.0,
,2023-04-03 16:00:00 +0000 UTC,,16.8,16.1,2.3,16.4,,1015.2,992.4,64,1.56,,36.0,
,2023-04-03 17:00:00 +0000 UTC,,16.9,16.1,2.3,16.4,,1014.7,991.9,61,1.2,,53.0,
,2023-04-03 18:00:00 +0000 UTC,,15.7,16.0,2.3,16.4,,1014.4,991.6,79,0.81,,89.0,
,2023-04-03 19:00:00 +0000 UTC,,14.8,13.9,2.3,16.4,,1014.0,991.1,68,1.22,,90.0,
,2023-04-03 20:00:00 +0000 UTC,,12.1,11.1,2.3,16.4,,1014.2,991.1,83,1.53,,59.0,
,2023-04-03 21:00:00 +0000 UTC,,10.6,9.4,2.3,16.4,,1014.3,991.1,90,1.88,,40.0,
,2023-04-03 22:00:00 +0000 UTC,,9.7,8.1,2.3,16.4,,1014.1,990.8,90,2.2,,43.0,
,2023-04-03 23:00:00 +0000 UTC,,10.6,9.4,2.3,16.4,,1014.0,990.8,83,1.4,,51.0,
,2023-04-04 00:00:00 +0000 UTC,,11.1,10.7,3.6,20.4,,1014.4,991.2,87,0.32,,52.0,
,2023-04-04 01:00:00 +0000 UTC,,9.2,7.9,3.6,20.4,,1014.4,991.0,94,1.52,,86.0,
,2023-04-04 02:00:00 +0000 UTC,,8.9,7.4,3.6,20.4,,1013.9,990.5,93,1.94,,31.0,
,2023-04-04 03:00:00 +0000 UTC,,8.4,6.8,3.6,20.4,,1013.5,990.1,92,1.7,,29.0,
,2023-04-04 04:00:00 +0000 UTC,,7.1,5.0,3.6,20.4,,1013.7,990.2,91,1.98,,19.0,
,2023-04-04 05:00:00 +0000 UTC,,6.1,4.2,3.6,20.4,,1013.9,990.3,93,1.39,,4.0,
,2023-04-04 06:00:00 +0000 UTC,,5.7,3.6,3.6,20.4,,1014.1,990.5,93,1.53,,8.0,
,2023-04-04 07:00:00 +0000 UTC,,8.1,5.9,3.6,20.4,,1014.8,991.3,81,1.92,,0.0,
,2023-04-04 08:00:00 +0000 UTC,,12.0,9.9,3.6,20.4,,1015.5,992.3,69,2.5,,0.0,
,2023-04-04 09:00:00 +0000 UTC,,14.8,13.0,3.6,20.4,,1015.7,992.8,61,2.26,,0.0,
,2023-04-04 10:00:00 +0000 UTC,,16.7,13.9,3.6,20.4,,1016.0,993.2,48,3.72,,0.0,
,2023-04-04 11:00:00 +0000 UTC,,18.1,15.7,3.6,20.4,,1016.2,993.5,42,4.0,,0.0,
,2023-04-04 12:00:00 +0000 UTC,,20.1,18.1,3.6,20.4,,1015.6,993.1,33,3.77,,5.0,
,2023-04-04 13:00:00 +0000 UTC,,21.0,19.5,3.6,20.4,,1015.4,992.9,28,3.16,,4.0,
,2023-04-04 14:00:00 +0000 UTC,,21.5,20.4,3.6,20.4,,1015.1,992.7,29,2.51,,0.0,
,2023-04-04 15:00:00 +0000 UTC,,21.9,20.3,3.6,20.4,,1014.8,992.4,29,2.42,,0.0,
,2023-04-04 16:00:00 +0000 UTC,,22.0,19.7,3.6,20.4,,1014.5,992.1,29,2.34,,0.0,
,2023-04-04 17:00:00 +0000 UTC,,21.6,20.3,3.6,20.4,,1014.6,992.2,40,1.32,,0.0,
,2023-04-04 18:00:00 +0000 UTC,,21.6,19.8,3.6,20.4,,1014.9,992.5,31,0.81,,0.0,
,2023-04-04 19:00:00 +0000 UTC,,20.1,18.1,3.6,20.4,,1015.1,992.6,35,1.2,,0.0,
,2023-04-04 20:00:00 +0000 UTC,,13.6,11.5,3.6,20.4,,1016.1,993.1,63,2.47,,0.0,
,2023-04-04 21:00:00 +0000 UTC,,12.6,10.6,3.6,20.4,,1017.0,993.9,67,2.22,,2.0,
,2023-04-04 22:00:00 +0000 UTC,,11.7,9.5,3.6,20.4,,1017.5,994.3,68,2.41,,1.0,
,2023-04-04 23:00:00 +0000 UTC,,9.7,7.5,3.6,20.4,,1017.9,994.5,77,2.24,,0.0,
